Country,Time,inflation,call_rate,output_gap,credit_pnf,credit_hh,gov_debt,fx,vix,loan_rate,deposit_rate,nim,boj_assets,10y_bond_yield,real_rate,M3,qe_proxy,default_proxy,capital_stress,hh_debt_proxy
JP,1998-05,1.0329467780930912,-0.0104460189225045,-0.0077737655985608,0.037320029316703,-0.0042041807481751,-0.4392336203533347,0.0235705996539756,-0.7652132213696632,-0.0087822448980126,-0.0948293651432619,0.0860471202452493,-0.0365869339559861,-0.2055737387435878,-1.0433927970155956,0.0041785853630713,-0.0365869339559861,0.0,-0.8885803709316155,-0.12973926077924508
JP,1998-06,-0.4278798196629907,0.0137955434234986,-0.0068583382131155,0.037320029316703,-0.0042041807481751,-0.4392336203533347,0.0394962436063783,1.002092449669405,0.019154763804309,0.0134562399139632,0.005698523890345799,-0.023494840269759,-0.1100002957063488,0.4416753630864893,0.0007678385722513,-0.023494840269759,0.0,0.9590738964623563,-0.12973926077924508
JP,1998-07,-3.399241120465746,-0.018700172363406,-0.004738573915505,1.3373200293167145,0.0957958192518191,-0.4392336203533347,0.0032505962965334,-1.3991352312182173,0.0560259163742873,0.1005015430078954,-0.04447562663360811,-0.0400354074160045,0.1472258644317763,3.3805409481023396,0.0049220772054283,-0.0400354074160045,0.0,-2.6919796339013233,-0.12973926077924508
JP,1998-08,-4.032638870306826,0.0187031782751636,-0.0040534453391369,0.0415282337444296,-0.003848144663948,-0.4392336203533347,0.0272734560006657,11.72756509903197,-0.0049110923280342,0.0821532105898411,-0.0870643029178753,0.0529208217051788,-0.175811882522588,4.05134204858199,0.0044635641033821,0.0529208217051788,0.0,11.773101168205416,-0.12973926077924508
JP,1998-09,5.91123950885617,-0.1007806954521812,-0.0034978781361569,0.0415282337444296,-0.003848144663948,-0.4392336203533347,-0.0731051999654637,8.463197224962258,-0.010845236195691,-0.2063275462566298,0.1954823100609388,0.0257541494235891,-0.3950298391747564,-6.012020204308351,0.0034699666133661,0.0257541494235891,0.0,8.22618668115689,-0.12973926077924508
JP,1998-10,4.313054135180749,-0.0820694618879468,0.0055129527763106,-4.058471766255565,0.5961518553360605,-0.4392336203533347,-0.1052270892700608,1.2585387565697417,0.0380595606491254,0.0066774516436122,0.0313821090055132,-0.0106464298599853,-0.2227147270433485,-4.395123597068697,0.0017304784763894,-0.0106464298599853,4.058471766255565,5.2856284138197935,0.5702607392207577
JP,1998-11,6.948695512609859,-0.0306052688909535,0.0057933212873422,0.0282562043954612,-0.0017119281585422,-0.4392336203533347,-0.0062907804725282,-7.7734320386828095,0.0375749503692119,0.1311774516436122,-0.09360250127440028,0.1300010351827936,0.0977779674865644,-6.979300781500813,0.0062480005042786,0.1300010351827936,0.0,-7.70808574180387,0.5727529918103906
JP,1998-12,-2.904246622253126,0.0523529834833423,0.0059267930581441,0.0282562043954612,-0.0017119281585422,-0.4392336203533347,-0.0271216032056047,0.2848120662373645,0.0420581282317926,-0.0069548198649199,0.0490129480967125,0.0327199714806472,0.5114374136297275,2.9565996057364683,0.0033235088217367,0.0327199714806472,0.0,0.2075429137451908,0.5752452444000234
JP,1999-01,-5.887456325424978,-0.0222963321269024,-0.0088098342413189,-3.171743795604556,-0.2017119281585451,9.736276736298962,-0.0328288312848421,3.47149824311591,0.0116701535243954,-0.0375558806129221,0.0492260341373175,-0.134968226485288,0.4258759542333632,5.865159993298075,0.0024587109505276,-0.134968226485288,3.171743795604556,6.594016004583149,0.9777374969896622
JP,1999-02,-2.188405296515228,-0.0457600344151911,-0.0090067630580463,0.0178975473426135,-0.0024240003270108,-0.436666206230214,0.0293848199624431,2.092335531366686,-0.0437163887656693,-0.0403695174170671,-0.003346871348602204,-0.0531854120296344,0.2137156100743305,2.1426452621000367,0.0023461672274294,-0.0531854120296344,0.0,2.0777848553726748,0.9816538939162323
JP,1999-03,-1.8349930886977008,-0.1326371418495565,-0.0093853938213293,0.0178975473426135,-0.0024240003270108,-0.436666206230214,0.0237546815725222,-2.088079518445358,-0.0418745832185312,-0.3422005784881092,0.300325995269578,0.0535140132574465,-0.2928914781742942,1.7023559468481444,0.0041456344252353,0.0535140132574465,0.0,-2.4063030610575495,0.9855702908428022
JP,1999-04,2.054951077868594,-0.0078335500573095,-0.0049083253934956,-1.882102452657392,0.197575999672992,-0.436666206230214,0.0025020358279927,-0.9415088463914252,0.0170960697586284,-0.0766330061469226,0.093729075905551,-0.0079290256413457,-0.2469169198997238,-2.062784627925904,0.0011661808901806,-0.0079290256413457,1.882102452657392,0.8468645303604159,1.2894866877693696
JP,1999-05,-2.1876558829312387,0.0001375905540965,-0.0056551036572081,0.0117470947174638,-0.0017119281585422,-0.436666206230214,0.0184245061158474,3.336312422918297,-0.0079683539563824,-0.0371975523943837,0.0292291984380013,-0.0604522614514042,-0.2246193675958485,2.187793473485335,0.0035959848374602,-0.0604522614514042,0.0,3.2953361297628323,1.2944711929486494
JP,1999-06,-0.2256703177639707,0.0015556950978002,-0.0065793939002887,0.0117470947174638,-0.0017119281585422,-0.436666206230214,-0.0105058562574065,-1.552235188848062,0.0231619258909718,-0.0104833103714935,0.0336452362624653,-0.0142413964318599,0.3008396817226784,0.2272260128617709,0.0037934713562961,-0.0142413964318599,0.0,-1.5976275198279912,1.2994556981279297
JP,1999-07,-0.6634325586944101,0.0015556950978002,-0.0021308511090207,-0.3882529052825134,0.4982880718414577,-0.436666206230214,-0.0116141356728354,-1.9444039810345612,0.1143229851784985,0.0059191137338835,0.108403871444615,-0.067439348648941,0.0758449363212763,0.6649882537922103,0.001786371514818,-0.067439348648941,0.3882529052825134,-1.6645549471966627,1.6044402033072067
JP,1999-08,-0.6152335000120246,0.0015556950978002,-0.0033792586252268,0.0104522625858578,6.825226263629247e-05,-0.436666206230214,-0.0525040675689201,3.5146366889661,-0.0025846765009827,-0.0030634619992195,0.00047878549823680014,-0.0089349489044963,0.1803226983229553,0.6167891951098248,0.0011541893102275,-0.0089349489044963,0.0,3.5037056408820053,1.6104928167391968
JP,1999-09,1.2507631872423983,0.0040556950978002,-0.0047688275320609,0.0104522625858578,6.825226263629247e-05,-0.436666206230214,-0.0577310882648385,0.9569905570321922,-0.0043577610811122,0.0073912349068483,-0.0117489959879605,0.01166750908272,-0.112499719278539,-1.2467074921445982,0.0002097095530402,0.01166750908272,0.0,0.9582872904342948,1.6165454301711868
JP,1999-10,-1.309486240418778,-0.0064235086499334,-0.0068819706545486,2.7104522625858465,0.8000682522626335,-0.436666206230214,-0.0085529476916645,0.2523967375490699,0.0608369424812524,0.0959191137338835,-0.0350821712526311,-0.0119027533850122,-0.0613004753095227,1.3030627317688446,0.0032448869210881,-0.0119027533850122,0.0,-2.4229733537841454,2.122598043603177
JP,1999-11,-0.4782249916996051,0.0045099433428143,-0.0085014194417283,0.0191923794742194,0.0029165409365106,-0.436666206230214,-0.012501735611849,-1.510200964770288,0.0021576286389741,0.2535638116090705,-0.25140618297009637,0.2130086090302843,0.1302486788579067,0.4827349350424194,0.000835683742359,0.2130086090302843,0.0,-1.2779871612744111,2.130430837456331
JP,1999-12,-2.310949189504541,-0.001675101154466,-0.0102023049697557,0.0191923794742194,0.0029165409365106,-0.436666206230214,-0.0199222157114897,0.6982706812269015,0.0505456033463715,-0.0861972465546144,0.1367428499009859,0.2800482085622029,-0.0439101908574466,2.309274088350075,0.0033357687556474,0.2800482085622029,0.0,0.5423354518516962,2.1382636313094854
JP,2000-01,-1.1817196518776996,-0.002251803542376,0.0066658137571291,-2.780807620525792,0.0029165409365106,7.843362734731883,0.0260905321285642,1.4521625755411662,-0.0364880409284664,-0.216838459576422,0.1803504186479556,-0.2070314756685523,-0.0702466429713051,1.1794678483353236,0.0003121585790921,-0.2070314756685523,2.780807620525792,4.052619777419002,2.746096425162634
JP,2000-02,-0.0717805496151413,0.0154469188942154,0.0048956789797625,0.0101285545529492,0.0029165409365106,-0.43457704681731,0.0381303339187644,0.9617256596334158,-0.0053563286637796,0.0106142655231293,-0.0159705941869089,0.0388212116303332,0.1102419498156295,0.0872274685093567,0.0018709079358103,0.0388212116303332,0.0,0.9675676992673755,2.756065435521194
JP,2000-03,0.0058930046741068,-0.0115468716481203,0.0031399420009083,0.0101285545529492,0.0029165409365106,-0.43457704681731,-0.0285708684084351,-0.2490316838859811,-0.0471616251014148,0.0211630534704407,-0.06832467857185551,0.1208917442640302,0.0289484992547326,-0.0174398763222271,0.0008303924081118,0.1208917442640302,0.0,-0.1908355598670748,2.7660344458797543
JP,2000-04,-1.3033555838134705,0.0001238232499678,0.0075169792079456,-3.9898714454470503,-0.8970834590634951,-0.43457704681731,-0.0064208768147748,4.940438245369062,0.0917123923032288,-0.0337149766612806,0.1254273689645094,-0.2867079863568467,-0.0728967327728922,1.3034794070634383,0.0023835443172259,-0.2867079863568467,3.9898714454470503,8.804882321851602,1.0760034562383116
JP,2000-05,-0.800256967364632,0.0024725100887349,0.0058727746770976,-0.0028197667631104,-0.0002877838216051,-0.43457704681731,0.0251804046967265,0.3811625614190816,0.0091282816161337,-0.0074763406647348,0.0166046222808685,0.0504057066194487,-0.0294283271127888,0.802729477453367,0.0002069964818005,0.0504057066194487,0.0028197667631104,0.3673777059013235,1.0799198531648817
